year,C_active,C_slow,C_passive,SOC_total,N_mineralized,N_immobilized,N_net_mineralized,N_synthetic,N_available,yield_tha,yield_fraction,water_stress,carrying_capacity_fraction
0.0,1.4000000000000001,13.3,20.299999999999997,35.0,100.04528333333334,26.592482880994865,73.45280045233848,250.0,180.64904024878618,6.000020289365484,1.0,0.98,1.0
1.0,1.399312759951923,13.299576839967948,20.300004549999997,34.99889414991987,100.01562845078453,26.592000713025392,73.42362773775915,250.0,180.63299525576755,5.999911483348925,0.9999818657252291,0.9799990472676233,0.9999818657252291
2.0,1.3988439435473672,13.299073065280508,20.300008626345225,34.997925635173104,99.9947346170474,26.591656570473006,73.4030780465744,250.0,180.62169292561592,5.999833824291603,0.9999689225927767,0.9799982128549184,0.9999689225927767
3.0,1.3985238657241608,13.298522091125067,20.300012139777305,34.99705809662653,99.97983048728344,26.59140698546814,73.3884235018153,250.0,180.61363292599842,5.999777503185014,0.9999595357734206,0.9799974654370937,0.9999595357734206
4.0,1.3983050833230681,13.297946393449726,20.300015038243835,34.99626651501663,99.96902842250606,26.591222329393453,73.37780609311261,250.0,180.60779335121194,5.999735834001119,0.9999525909329225,0.9799967834590912,0.9999525909329225
5.0,1.3981552953707985,13.297361010267288,20.300017294712312,34.9955336003504,99.96104243579157,26.591082404225844,73.36996003156572,250.0,180.60347801736117,5.999704258830412,0.9999473284222669,0.9799961520249173,0.9999473284222669
6.0,1.398052509779463,13.29677592507985,20.300018898884673,34.994847333743984,99.95499617695256,26.59097343685501,73.36402274009755,250.0,180.60021250705367,5.999679669616675,0.9999432302338357,0.979995560779841,0.9999432302338357
7.0,1.3979817528866523,13.296197689236138,20.30001985156701,34.9941992936898,99.95029220975272,26.590886030786784,73.35940617896594,250.0,180.5976733984313,5.9996599459361075,0.9999399429648571,0.9799950024684096,0.9999399429648571
8.0,1.3979328293093438,13.295630526147836,20.300020160846657,34.993583516303836,99.94652301491656,26.59081377068506,73.3557092442315,250.0,180.59564008432733,5.999643640096622,0.9999372253341327,0.9799944719525079,0.9999372253341327
9.0,1.397898796834817,13.295077082754597,20.300019839499374,34.99299571908879,99.94341039937065,26.590752271861767,73.35265812750887,250.0,180.59396197012993,5.999629762644643,0.9999349124332908,0.9799939655425995,0.9999349124332908
10.0,1.3978749281062133,13.29453894083866,20.3000189032337,34.992432772178574,99.94076424435016,26.590698532923454,73.35006571142671,250.0,180.5925361412847,5.999617636282541,0.9999328913797748,0.9799934805421846,0.9999328913797748
