year,C_active,C_slow,C_passive,SOC_total,N_mineralized,N_immobilized,N_net_mineralized,N_synthetic,N_available,yield_tha,yield_fraction,water_stress,carrying_capacity_fraction
0.0,1.4000000000000001,13.3,20.299999999999997,35.0,100.04528333333334,26.166430098762596,73.87885323457076,225.0,167.13336927901395,5.903873183054666,0.9839755364692299,0.98,0.9839755364692299
1.0,1.3919204704537946,13.294648646969195,20.300004549999997,34.98657366742299,99.69548071310308,26.159543901644327,73.53593681145875,225.0,166.94476524630235,5.902319139036156,0.9837165300086578,0.9799884326980874,0.9837165300086578
2.0,1.386387702672665,13.288349408344637,20.300003148658703,34.974740259676004,99.44780505786346,26.15460471961717,73.2932003382463,225.0,166.81126018603547,5.901204489778582,0.9835307557606023,0.9799782377621824,0.9835307557606023
3.0,1.3825950482282097,13.281496097809942,20.299994746733855,34.964085892772005,99.27019795603705,26.151008347997376,73.11918960803968,225.0,166.71555428442184,5.900392881106236,0.9833954881059604,0.9799690586153113,0.9833954881059604
4.0,1.3799915690553297,13.274354471580493,20.299978733470947,34.954324774106766,99.14075369770103,26.148339275320744,72.99241442238028,225.0,166.64582793230917,5.899790542030291,0.9832950985994429,0.9799606490361535,0.9832950985994429
5.0,1.3782009270491782,13.267102909378476,20.299954793948142,34.9452586303758,99.0444990643175,26.14631218686872,72.89818687744878,225.0,166.59400278259685,5.899333083735241,0.9832188558080875,0.9799528382046314,0.9832188558080875
6.0,1.37696602513255,13.259860204962896,20.299922811741922,34.936749041837366,98.97119557011965,26.144731332266076,72.82646423785357,225.0,166.55455533081945,5.898976329916012,0.9831593970392795,0.9799455068668137,0.9831593970392795
7.0,1.376111211759667,13.252704549633757,20.29988280255279,34.92869856394621,98.91383900543535,26.143462449419204,72.77037655601615,225.0,166.52370710580888,5.898689980717859,0.9831116723343046,0.9799385710704768,0.9831116723343046
8.0,1.3755164707844656,13.245686498625762,20.299834868979453,34.92103783838968,98.86763479975099,26.142413432885718,72.72522136686527,225.0,166.49887175177594,5.898453250058743,0.9830722173578714,0.9799319710607665,0.9830722173578714
9.0,1.3750997932470084,13.238837826542838,20.299779169738056,34.9137167895279,98.82929819718755,26.14152105482706,72.68777714236049,225.0,166.47827742829827,5.898251868864803,0.9830386539390449,0.9799256636955933,0.9830386539390449
10.0,1.3748051360635398,13.232177574170061,20.29971589874669,34.90669860898029,98.79657622072837,26.140741858208642,72.65583436251973,225.0,166.46070889938585,5.898076029879194,0.9830093475405446,0.9799196172631215,0.9830093475405446
