year,C_active,C_slow,C_passive,SOC_total,N_mineralized,N_immobilized,N_net_mineralized,N_synthetic,N_available,yield_tha,yield_fraction,water_stress,carrying_capacity_fraction
0.0,1.4000000000000001,13.3,20.299999999999997,35.0,100.04528333333334,47.26818401002035,52.777099323312996,35.24746186362801,51.16350865281756,2.757043160374755,0.9850784574961857,0.96,0.9850784574961857
1.0,1.387866732478349,13.291946154985565,20.300004549999997,34.97981743746391,99.51992007761649,47.149322067161364,52.370598010455126,35.24746186362801,50.939932930745734,2.7489695718794316,0.9821938025819147,0.9599826119461228,0.9821938025819147
2.0,1.3784200758040606,13.281710868659536,20.300000144838865,34.960131089302465,99.09864377602405,47.0536876048329,52.044956171191146,35.24746186362801,50.76082991915054,2.7424740564025103,0.9798729856797308,0.9599656514000144,0.9798729856797308
3.0,1.371030942571918,13.2699012588373,20.299984366363937,34.94091656777316,98.75737890264453,46.975971104217805,51.78140779842673,35.24746186362801,50.615878314130114,2.737196516056287,0.9779873455206102,0.9599490973506969,0.9779873455206102
4.0,1.3652190870480894,13.256979738633474,20.299955472994423,34.922154298675984,98.47774291579286,46.91209535110923,51.56564756468363,35.24746186362801,50.497210185571404,2.7328601544479265,0.9764379840649379,0.9599329329342439,0.9764379840649379
5.0,1.360617579723488,13.243298086408297,20.299912238389574,34.90382790452136,98.24568601450846,46.85893017764564,51.386755836862825,35.24746186362801,50.39881973526997,2.729252306787216,0.9751489171908412,0.9599171440408184,0.9751489171908412
6.0,1.356945877313207,13.229123478762682,20.29985382810307,34.885923184178964,98.05046064542115,46.81407269326132,51.23638795215983,35.24746186362801,50.31611739868331,2.7262096238514246,0.9740617809950365,0.9599017184356003,0.9740617809950365
7.0,1.3539893621236856,13.214658392562427,20.299779705262857,34.86842745994897,97.88383894342446,46.775678212354585,51.10816073106988,35.24746186362801,50.24559242708384,2.7236066464234265,0.9731317494937084,0.9598866451962638,0.9731317494937084
8.0,1.3515837691197798,13.200055825916255,20.299689558440758,34.85132915347679,97.73951733858611,46.74233032116659,50.99718701741952,35.24746186362801,50.18455688457615,2.7213470087506173,0.9723243916600615,0.9598719143476108,0.9723243916600615
9.0,1.3496033167280905,13.185430942701762,20.29958324649272,34.83461750592257,97.61266290091265,46.71294110118619,50.899721799726464,35.24746186362801,50.13095101484496,2.71935667427428,0.9716132545824737,0.9598575166204871,0.9716132545824737
10.0,1.3479516507491547,13.170869983110327,20.299460756382086,34.81828239024156,97.49956728547629,46.686674553948734,50.812892731527555,35.24746186362801,50.08319502733556,2.7175787387650003,0.9709780066494053,0.9598434432900542,0.9709780066494053
