year,C_active,C_slow,C_passive,SOC_total,N_mineralized,N_immobilized,N_net_mineralized,N_synthetic,N_available,yield_tha,yield_fraction,water_stress,carrying_capacity_fraction
0.0,2.0,19.0,28.999999999999996,50.0,142.92183333333332,51.83799270703316,91.08384062630017,60.800000000000004,86.28611234446511,5.291143856801416,0.9624023351156513,1.0,0.9624023351156513
1.0,1.9746832879110434,18.983172191940696,29.000006499999998,49.95786197985174,141.8255634966141,51.6883562996565,90.1372071969576,60.800000000000004,85.76546395832669,5.275336423904562,0.9595271325613756,0.9999727723562118,0.9595271325613756
2.0,1.955824957620599,18.96236195938035,28.99999429115934,49.91818120816029,140.98340503843355,51.57255197368197,89.41085306475158,60.800000000000004,85.36596918561337,5.2630997164922295,0.9573014066868809,0.9999471324729651,0.9573014066868809
3.0,1.9417220587984771,18.93885490131968,28.999958960633226,49.880535920751385,140.3290802768734,51.48199405769164,88.84708621918178,60.800000000000004,85.05589742054998,5.25352914903733,0.9555606230838918,0.9999228078257163,0.9555606230838918
4.0,1.9311251078803058,18.913591857977405,28.999897527732703,49.84461449359041,139.8139526782503,51.41028213887272,88.40367053937759,60.800000000000004,84.81201879665768,5.245949682654808,0.954181999417084,0.9998995970573968,0.954181999417084
5.0,1.9231159786136143,18.88725989810208,28.999808059682657,49.81018393639835,139.40227074215585,51.35265570454627,88.04961503760958,60.800000000000004,84.61728827068528,5.23985884763315,0.9530741418334895,0.9998773496204421,0.9530741418334895
6.0,1.9170192541624131,18.860359260381923,28.999689388791946,49.77706790333628,139.06771794021543,51.305579316480554,87.76213862373487,60.800000000000004,84.45917624305419,5.234883262414866,0.9521691362312531,0.9998559515683096,0.9521691362312531
7.0,1.9123376173820048,18.833252636063,28.99954090423482,49.74513115767982,138.7908997123758,51.26642980243491,87.52446990994088,60.800000000000004,84.3284584504675,5.230745768160674,0.9514165703892485,0.99983531551727,0.9514165703892485
8.0,1.9087046200283524,18.806201468979562,28.999362398761523,49.71426848776944,138.55750726383548,51.233261788560995,87.32424547527448,60.800000000000004,84.21833501140097,5.227240751446862,0.95077904543032,0.9998153734844049,0.95077904543032
9.0,1.9058500780365502,18.779392702809314,28.999153955867992,49.68439673671386,138.35697269558742,51.20463269216386,87.15234000342355,60.800000000000004,84.12378700188296,5.224215701369307,0.9502288212562524,0.9997960717375689,0.9502288212562524
10.0,1.9035746740951398,18.752958494678158,28.998915866777292,49.65544903555059,138.1814822213278,51.17947248567035,87.00200973565745,60.800000000000004,84.04110535461162,5.221557471629617,0.94974531776854,0.999777367069125,0.94974531776854
